curr_epoch train_cost train_ler val_cost val_ler
1 1011.9338333129884 1.249332916736603 8.54804 1.0
2 333.85156555175786 0.9999999999999999 21.120628 1.0
3 197.3572463989258 0.9999999999999999 7.8156896 1.0
4 191.17906723022463 0.9999999999999999 12.05036 1.0
5 160.35794067382812 0.9999999999999999 10.872995 1.0
6 174.07823638916017 0.9999999999999999 11.530171 1.0
7 174.8509780883789 0.9999999999999999 9.667793 1.0
8 163.3901397705078 0.9999999999999999 11.481127 1.0
9 166.1253959655762 0.9999999999999999 9.085493 1.0
10 153.16604385375976 0.9999999999999999 9.225042 1.0
11 163.87810821533205 0.9999999999999999 10.341669 1.0
12 174.02036895751954 0.9999999999999999 9.286431 1.0
13 142.9112518310547 0.9999999999999999 8.421413 1.0
14 152.44425811767576 0.9999999999999999 8.490013 1.0
15 169.7169174194336 0.9999999999999999 9.078103 1.0
16 165.2190155029297 0.9999999999999999 10.095179 1.0
17 167.77150573730466 0.9999999999999999 10.199571 1.0
18 152.33527603149412 0.9999999999999999 10.100746 1.0
19 147.98560867309573 0.9977920114994048 8.842241 1.0
20 165.00056838989258 0.9964264690876008 7.8254223 1.0
21 143.00781860351563 0.9911102473735809 9.170236 1.0
22 149.37432708740232 0.9918085813522339 8.431671 1.0
23 139.53325576782228 0.9915553450584412 9.529835 1.0
24 119.3040702819824 0.9881268501281739 8.508024 1.0
25 127.74219436645507 0.987285315990448 9.239273 1.0
26 113.06764144897461 0.9806590855121613 9.05914 1.0
27 120.56187591552735 0.9558647513389587 7.491754 1.0
28 101.11417312622069 0.9289308726787567 7.092415 1.0
29 104.03011169433594 0.9004532098770139 6.9734426 0.96875
30 112.0087547302246 0.846675592660904 6.5882645 1.0
31 122.32480392456054 0.7915527760982514 7.0133433 1.0
32 106.1193862915039 0.7418904542922974 6.583847 0.96875
33 96.04373321533203 0.7103616654872894 7.3108244 1.03125
34 94.19728622436523 0.6868760526180266 7.076247 0.9375
35 90.00824508666992 0.6389915823936462 6.306056 0.84375
36 79.92833938598633 0.6102368891239165 5.8065996 0.90625
37 76.08541107177734 0.5873838722705841 5.2989216 0.875
38 89.2397087097168 0.6049330532550813 7.893259 1.03125
39 82.7301727294922 0.5626770317554475 5.2253723 0.96875
40 77.55102996826173 0.5302266478538513 6.1529164 1.09375
41 79.34493179321291 0.5431862890720367 4.9172335 0.9375
42 69.53481636047364 0.503979480266571 6.0087013 0.8125
43 81.36327896118166 0.5009701192378998 4.0849934 0.8125
44 80.55011291503907 0.4930403172969818 5.1401215 0.6875
45 68.26913948059082 0.46561234891414643 5.2750907 1.0
46 77.04921493530274 0.4705951660871505 5.5667114 0.8125
47 64.13289222717285 0.45978567004203796 7.1695566 0.84375
48 58.76779365539551 0.4523342818021774 4.8077717 0.875
49 64.4312355041504 0.4280111014842987 7.0078673 1.15625
50 60.38130912780761 0.4372413545846938 4.817751 0.75
51 72.71626052856446 0.399256107211113 7.355895 0.75
52 65.70365409851073 0.4162050575017929 5.8700047 0.9375
53 64.67321701049805 0.40546213388443 4.86158 0.625
54 86.3742214202881 0.3955841034650802 7.4877768 0.90625
55 75.03634948730469 0.38873725533485415 6.803357 0.875
56 64.36587944030761 0.3738432079553604 4.0865264 0.71875
57 64.59494323730469 0.3838501572608948 3.7527978 0.8125
58 62.30222625732422 0.37922535836696625 5.1806 0.875
59 57.08813781738281 0.3462189763784408 5.4070582 0.78125
60 84.06182174682617 0.4127308189868927 9.001022 0.875
61 83.58873901367187 0.3478907644748688 4.333504 0.75
62 62.93580169677735 0.36276934742927547 4.9521875 0.9375
63 61.04531593322754 0.3577009826898575 4.700383 0.875
64 64.06327171325684 0.3496109217405319 4.646352 0.8125
65 58.20783767700195 0.34755204319953914 5.3448153 0.84375
66 58.85942726135254 0.34703678190708154 5.3606243 0.90625
67 71.68409385681153 0.33540804088115694 6.223427 0.875
68 67.91754302978515 0.3357022374868393 4.6175013 0.75
69 52.19809436798096 0.3260265618562699 4.3016357 0.75
70 48.877095413208 0.3136198848485947 4.684989 0.875
71 51.385661315917964 0.3055657476186752 4.1397624 0.65625
72 53.19309921264649 0.3053169548511505 4.711939 0.625
73 47.53007774353028 0.2936826944351197 5.4325075 0.90625
74 66.8094533920288 0.2939531922340393 4.3530016 0.875
75 51.50095901489259 0.301740562915802 5.7022643 0.75
76 52.07534751892089 0.29649080038070674 5.3386354 0.90625
77 44.94053554534912 0.27055723965168 4.8786845 0.625
78 53.56861114501953 0.31487571597099295 4.246566 0.59375
79 47.01026458740234 0.29302103817462916 4.1098266 0.96875
80 57.465353393554686 0.2780330330133438 4.373479 0.8125
81 45.49785690307617 0.3177328526973724 5.99815 0.84375
82 67.6752248764038 0.28601063638925556 4.9437385 1.28125
83 45.267509651184085 0.26392276734113695 4.3402076 0.90625
84 38.83795623779297 0.27335668802261354 5.29166 0.84375
85 47.29988670349121 0.25958390384912494 5.386508 1.0
86 47.24523773193359 0.25947567969560625 5.260969 0.84375
87 44.37500267028809 0.26049172282218935 3.452127 0.59375
88 88.9530694961548 0.28765428960323336 6.426668 0.6875
89 60.207718467712404 0.2933333158493042 10.27503 0.8125
90 59.61107788085938 0.28808648735284803 6.6912937 0.625
91 43.852042770385744 0.25711428821086885 6.862511 1.1875
92 45.13383617401123 0.26852911412715913 3.9574206 0.75
93 45.28227844238281 0.2593365669250488 4.8930407 0.84375
94 42.25896186828613 0.26346512883901596 3.7865489 0.8125
95 42.53097438812256 0.24679701924324038 3.8781843 1.0
96 48.854194259643556 0.26710346788167955 5.5171647 0.84375
97 47.16265506744385 0.25502356737852094 5.3628054 0.78125
98 54.53643569946289 0.2697564959526062 5.6133084 0.84375
99 51.905706787109374 0.2946365863084793 6.512104 1.09375
100 48.80447177886964 0.2579440280795097 4.2602825 0.71875
101 47.32296009063721 0.2669490769505501 5.5787206 0.78125
102 45.35120735168458 0.2673148229718208 5.668378 0.78125
103 40.86086730957032 0.2396210357546806 6.455909 0.625
104 37.212444686889654 0.2523692160844803 5.047866 0.6875
105 38.571577072143555 0.23767852187156674 3.8118677 0.59375
106 42.339000892639156 0.2442073553800583 5.586042 0.6875
107 40.886650085449226 0.23446532487869265 4.491922 0.6875
108 56.70024070739746 0.25361997336149217 4.7010927 0.84375
109 43.11488380432129 0.2594146311283112 5.6846166 0.84375
110 39.77829818725586 0.22840786278247835 4.6862783 0.71875
111 52.755605888366695 0.23989547044038773 6.014883 0.8125
112 36.08051509857177 0.25447216778993603 4.7055917 0.8125
113 49.440559387207024 0.2308993339538574 8.045218 0.875
114 64.35266456604003 0.24112437665462488 6.684062 0.65625
115 66.98734512329102 0.2619332358241081 7.078763 0.65625
116 41.3586784362793 0.234102837741375 3.8281307 0.75
117 50.77390632629395 0.23756469339132308 4.3838367 0.71875
118 42.80595436096191 0.23426298648118973 5.1282115 0.90625
119 74.33682823181154 0.23822556883096696 5.0607543 0.875
120 45.05677909851074 0.2518742874264717 6.820401 1.0
121 38.50051651000976 0.25220251083374023 4.7328043 0.6875
122 48.28579330444336 0.23227772712707515 3.9270618 0.75
123 38.08921661376952 0.23869094699621202 5.305549 0.875
124 34.83822040557861 0.24334909468889235 3.5508873 0.71875
125 38.80636825561523 0.22829310446977616 4.490833 0.875
126 38.37336387634277 0.23554986864328387 4.9965343 0.90625
127 43.21329116821289 0.27305308133363726 5.216379 0.9375
128 40.30972766876221 0.22748487293720243 3.6313982 0.84375
129 44.07333831787109 0.2275101825594902 5.282529 0.78125
130 35.91538562774659 0.227705979347229 4.9424124 0.75
131 39.53810329437256 0.22122198194265363 3.3406878 0.875
132 59.154090881347656 0.225204074382782 3.4871407 0.875
133 37.84854278564453 0.2282954886555672 4.5107718 0.875
134 37.81578674316406 0.2596663132309913 3.8305395 0.59375
135 32.905981826782224 0.22039716243743895 5.1501293 0.6875
136 35.938653564453126 0.2108392179012299 3.699951 0.78125
137 36.56176776885986 0.24825129061937332 2.548078 0.625
138 34.214383888244626 0.2234685391187668 3.862207 0.875
139 67.00342807769775 0.23024229556322098 4.556547 0.75
140 38.50471992492675 0.23804380148649215 4.0332766 0.59375
141 35.718805122375485 0.22244800478219984 3.2070274 0.59375
142 35.16547183990478 0.22353354543447498 3.0534315 0.625
143 34.82614269256592 0.20980729162693024 4.4012403 0.75
144 36.59617462158203 0.21826159507036208 3.6007786 0.75
145 65.3556604385376 0.2195337057113647 3.1405544 0.65625
146 51.944938850402835 0.21054387539625166 5.5606093 0.78125
147 40.294306945800784 0.2046288952231407 3.5801003 0.625
148 43.59065685272217 0.2143282443284989 4.519268 0.5
149 43.4849859237671 0.2198160007596016 4.6399045 0.75
150 32.53666534423829 0.23574713021516797 3.3840632 0.53125
151 53.309106063842776 0.20217588543891907 5.5030937 0.96875
152 48.73956146240235 0.2170239582657814 3.6263838 0.65625
153 32.32396411895752 0.21739346086978908 5.893469 0.78125
154 42.4281301498413 0.20876756906509397 3.8170888 0.75
155 42.46892147064209 0.2082964017987251 4.9817367 0.875
156 37.32767181396485 0.19965209811925888 5.4944506 0.71875
157 37.880690002441405 0.250013867020607 4.053538 0.78125
158 29.927558898925778 0.19843024313449856 4.3070683 0.78125
159 30.27554988861084 0.2165487617254257 3.8222425 0.65625
160 30.280213928222658 0.20918303430080415 4.077069 0.78125
161 27.54885692596436 0.18882644474506377 3.1031103 0.5625
162 31.29739398956299 0.20384709537029266 3.4004078 0.59375
163 32.513614082336424 0.20607180446386336 3.5574145 0.90625
164 33.23690280914306 0.22155629843473434 4.466924 0.8125
165 31.311868476867676 0.21281707435846328 3.5279067 0.8125
166 44.71633167266846 0.20335689932107923 2.7357984 0.53125
167 45.00447158813477 0.2001337483525276 6.1600275 0.6875
168 40.30770359039306 0.22722595930099485 3.9225645 0.71875
169 33.50239849090577 0.20724652260541912 3.8058903 0.59375
170 44.47033214569092 0.20565235465765003 4.84869 1.0
171 40.402277374267584 0.19370566010475163 5.230058 0.6875
172 32.194337654113774 0.20451207458972928 4.5422554 0.625
173 34.110573387146 0.19758377820253373 4.118196 0.90625
174 54.85264225006104 0.2068277806043625 6.8006535 1.09375
175 39.76846904754639 0.22349335998296738 4.5346107 0.8125
176 50.2293176651001 0.20293719917535782 4.606166 0.84375
177 32.43440170288086 0.21075923889875414 4.683475 0.71875
178 36.01089038848877 0.20488063693046574 3.5534544 0.8125
179 33.17750186920166 0.20520313084125516 3.84409 0.78125
180 33.32580337524414 0.21275476664304732 5.0445056 0.71875
181 31.40006103515625 0.19430798888206482 4.0859118 0.78125
182 40.89237747192383 0.20197861194610597 4.321229 0.65625
183 32.35928802490234 0.1932475417852402 4.2644033 0.875
184 45.36002960205079 0.2067904368042946 3.5722919 0.8125
185 35.42213306427002 0.21669591069221494 3.2491422 0.6875
186 34.5690595626831 0.23415531367063525 5.9443903 1.0
187 37.30138263702393 0.19502221643924714 3.9528568 0.6875
188 31.469050788879397 0.1927036717534065 4.015746 0.78125
189 42.962355232238764 0.18655000776052474 3.7308793 0.53125
