curr_epoch train_cost train_ler val_cost val_ler
1 947.3666870117188 0.898835974931717 32.871994 0.90625
2 229.5184326171875 0.9759592413902283 23.221289 0.8125
3 193.55726470947263 0.9749626100063324 24.162338 0.96875
4 174.54495391845708 0.9774377226829528 19.071077 0.875
5 175.9208969116211 0.9769328653812408 20.995594 0.875
6 153.92104263305663 0.983805900812149 19.094284 0.875
7 158.59417877197265 0.9811019897460938 18.686134 0.625
8 161.14304885864257 0.9822398245334625 17.599377 0.5625
9 149.51452331542967 0.9822595834732055 17.595533 0.625
10 163.67487030029295 0.9783329427242279 17.133419 0.71875
11 159.81848602294923 0.9779700815677643 16.244858 0.65625
12 152.36141204833987 0.9816982626914976 18.732315 0.9375
13 160.44926376342775 0.9835980176925659 18.306408 0.84375
14 149.3691276550293 0.9767627358436585 16.883429 0.90625
15 160.81743316650392 0.9757726013660429 17.057966 0.6875
16 165.2207145690918 0.9831568837165833 16.95684 0.78125
17 194.2893218994141 0.980099868774414 17.303516 0.875
18 159.49252014160155 0.9819125831127166 17.05478 0.71875
19 154.54752044677736 0.9804265201091765 17.018564 0.78125
20 167.29156799316405 0.982841545343399 17.330517 0.875
21 141.72535324096683 0.9765203833580016 16.537037 0.6875
22 180.9890640258789 0.9834592580795288 16.875738 0.6875
23 179.35562133789062 0.9800308048725127 16.22676 0.96875
24 159.9748481750488 0.9776539564132691 16.822308 0.78125
25 155.46401290893556 0.9811072587966918 16.033215 0.75
26 158.57533950805663 0.9788160204887392 14.594862 0.78125
27 155.02093811035155 0.9811441004276277 15.222726 0.84375
28 158.78589324951173 0.9784054517745971 14.711188 0.84375
29 170.15544662475585 0.9793771564960481 15.06201 0.71875
30 150.46586837768558 0.9783400952816009 14.312517 0.8125
31 139.2223762512207 0.9825014054775237 14.477943 0.625
32 153.76923294067385 0.9814249873161315 13.911086 0.875
33 151.88254165649414 0.9833845913410187 13.53813 0.875
34 137.45450286865233 0.9858361005783082 11.873647 0.75
35 133.0429023742676 0.9854352831840514 11.740231 0.90625
36 136.7045783996582 0.9826183080673216 14.617003 0.96875
37 136.58334350585938 0.9897218704223633 12.004839 1.0
38 113.8283432006836 0.9905456066131593 9.962059 1.0
39 125.73574447631836 0.9946642696857452 10.770313 1.0
40 126.03566131591798 0.99446240067482 11.512596 1.0
41 122.93727264404296 0.9897836089134217 9.013384 1.0
42 131.7246536254883 0.9916757464408874 10.124285 1.0
43 97.57982559204102 0.9875674784183501 10.085886 1.0
44 108.88958053588867 0.9747383773326873 8.871023 1.0
45 105.48799057006836 0.9744338393211365 8.513102 1.0
46 105.74331512451172 0.9598521232604981 8.880738 1.0
47 127.18794555664063 0.9214704811573029 8.889162 1.0
48 122.77469787597656 0.9198391437530518 8.844383 1.0
49 112.45657806396486 0.8974219620227812 9.430317 1.0
50 121.66784667968749 0.878431224822998 9.403478 1.0
51 96.2219757080078 0.8823954641819 8.380382 1.0
52 103.1293716430664 0.8586053967475891 7.9778233 1.0
53 106.89545745849608 0.8331117749214172 7.851459 1.0
54 107.94642715454101 0.8348125457763671 7.733333 1.0
55 106.72984466552734 0.8130083084106446 8.206221 1.0
56 94.32695007324219 0.7969501256942749 8.286935 1.0
57 86.05168533325195 0.7891059935092927 8.390676 1.0
58 102.64386215209962 0.7579479515552521 7.189398 1.0
59 93.28305282592774 0.7720557451248168 7.927147 1.0
60 88.73838653564454 0.7520295321941375 7.2406025 1.0
61 89.9972080230713 0.7243712842464447 6.7465606 1.0
62 86.05142059326172 0.7136595249176025 7.5091915 1.0
63 90.84530792236328 0.689228081703186 7.121464 1.0
64 82.5424171447754 0.6839996337890626 6.8962555 1.0
65 92.88538360595703 0.689375251531601 6.7185926 1.0
66 94.51676177978516 0.6616122722625731 7.442277 1.0
67 95.09331207275392 0.6325851559638977 6.515464 1.0
68 80.54448471069335 0.6358527600765228 6.8201084 1.0
69 77.46062240600585 0.589939773082733 7.099347 1.0
70 87.91335563659669 0.5803628921508789 6.41873 1.0
71 96.84210510253905 0.6025924205780029 7.3326945 1.0625
72 84.89726867675782 0.5693325579166412 6.4658227 1.0625
73 81.7020896911621 0.5720910787582398 6.988911 0.9375
74 78.65139961242674 0.5581229329109191 6.7590933 1.0625
75 80.27081832885743 0.5194069236516953 5.929002 1.0
76 81.82373695373535 0.5014744251966476 7.808774 0.9375
77 69.2742904663086 0.5034167498350144 6.280553 1.0
78 67.07597885131835 0.4912171751260758 6.53687 1.09375
79 67.28779258728028 0.4930849790573121 5.8771086 1.0625
80 94.38711929321289 0.4835027068853378 6.240572 0.875
81 83.59756736755371 0.48376405537128453 7.9434214 0.84375
82 72.59267044067383 0.46590140461921686 7.354831 0.90625
83 67.78104515075684 0.4669688582420349 6.7281523 0.75
84 67.63824691772462 0.4586428552865982 6.5902834 0.875
85 70.53748741149903 0.46878230273723603 6.438081 0.78125
86 72.87932357788085 0.4461323618888855 5.6636496 0.84375
87 64.97502250671387 0.43382191359996797 6.994751 1.25
88 63.455711746215826 0.42032597959041595 6.4810257 0.75
89 57.04137763977051 0.4203292429447174 7.1379676 1.0
90 93.22698593139648 0.4417364805936813 5.2791076 0.875
91 64.06208724975588 0.42342270612716676 5.4402657 0.84375
92 63.33073081970215 0.41086865961551666 6.833267 1.0
93 75.26487541198729 0.41660035848617555 5.391273 0.84375
94 80.37030181884766 0.4012786358594894 5.4403696 0.875
95 67.52480583190919 0.41195458173751826 5.7187166 0.71875
96 86.17323074340821 0.3827738136053085 5.662475 0.8125
